No.,Social_acceptance,Comment
603,No,আলোচনায় আসতে চাও না-কি পরির মতো
604,No,তোমার বুকের মধ্যে খানি কালো কালো ঐটা কি গো
605,Yes,ভাবনা' আমি তোমার সারাদিনের ভাবনার কারণ হতে চাই।
606,No,পুরাই ফালতু একটা জীবন কাটাচ্ছি
607,No,"ভাইরাল হতে চাও তাহলে পরি মনির সাথে যোগাযোগ করো , রাতারাতি ভাইরাল হয়ে জাবে"
608,Yes,সব কটা ........ খুলে দাও
609,Yes,গালো ২ খামড় দিলাম পাইতাম জুদি
610,No,কত পাগল দেখলাম!
611,No,তোমাকে খুব হেব্বি লাগছে
612,No,ফালতু একটা ছবি
613,No,আপনি যে এইরকম... আমি আগে জানতাম ছি ছি..
614,Yes,বাহ্
615,Yes,ভাবনা তুমি কোন দিন ভাল হবা না
616,Yes,খারাপ ছবি
617,Yes,"এমন,কেনু"
618,Yes,গরিবের সানি লিওন
619,Yes,করোনা তোমারে দেখতে পাচ্ছে না
620,Yes,তোমার জীবনটা কোন ছেলেটায় নষ্ট করিল যার কারনে রাগে তুমি নষ্ট জীবন বেচে নিলে
621,No,মা শব্দের বিপরীত শব্দও মা
622,No,"আপনার সাথে আপনার মায়ের ছবি, যোগ্য সন্তানের পাশে থাকতে পেরে নিশ্চয় গর্বিত আপনার মা"
623,No,যারা বাজে কমেন্ট করেছে এটাই তাদের ধর্মের পরিচয়.আরে বেটা আগে মানুষ হও
624,Yes,দাদা আপনিও শেষমেষ পতিতার পাশে
625,Yes,এদের সাথে এমনি হওয়া উচিৎ।
626,Yes,পরী আপার বিচার চাই
627,No,মাঝে মাঝে নিজের ঘরের মানুষ ভুল পথে গেলে তাকে তার ভুল ধরিয়ে দেয়া উচিত। না বুঝলে তাকে তার মতো ছেরে দেয়া উচিত
628,Yes,সত্যি হৃদয় বিদারক রিপ
629,Yes,এসব ছোটো প্যান্ট পড়ে পিক তুলছো তার সাথে বেয়াদপ ভালো হবা না তুমি
630,Yes,ছবি দেখে আপনাকে মনে হয় আপনি পর্দা করেন - আর অবশ্যই ভার্জিন
631,Yes,এমন ছবি দিও না আমাদের সমস্যা হয়
632,No,তুমি সবসময়ই হটি...
633,No,"আল মামুন পরী মনিরে হা,হা, রিয়েক্ট আর এই জায়গায় লাভ রিয়েক্ট। মানে কি হুম??"
634,Yes,শুধু স্বাস্থ্য সেবা খাতের লোকজন করোনা থেকে শিক্ষা গ্রহন করেনি
635,Yes,সুধু সময়ের জন্য অপেক্ষা করতে হবে। যা বুঝাতে চাইছেন তা বুঝলাম ধন্যবাদ।
636,Yes,বহুদিন পর সুন্দর একখান কথা বলছেন
637,Yes,রাস্তাই যাত্রী কম তাই
638,Yes,সালার গরে সালা
639,Yes,বদ্দা ছাফ যাগা চাই দিপেলাই
640,Yes,মাইন্নের বউ
641,No,চোর বেটা
642,No,এসব বারোভাতারিদের লক্ষণ ।
643,No,ভাই এইসব কমেন্ট পইড়া মনে হয় না আর পচামু ........রাব্বি ভাইয়ের টা জোস হইসে
644,No,এইরাম লাবিঊ পোস্ট করা একটা বফফেন দরকার
645,No,আর কিছু লেখিসনা ভাই যা বাকি আছে তাও থাকবেনা
646,Yes,মারা গেছে নাকি?
647,Yes,নতুন করে কোন খারাপ কাজ করবে তাই এসব উল্টা পাল্টা পোস্ট করতেছে চিন্তা ভাবনা খারাপ।
648,Yes,আহ কি তৈল মারা হচ্ছে এমনিতেই বাংলাদেশে তেলের অনেক দাম ব্রো আর বারাবেন না প্লিজ
649,Yes,"ভাই,তোর ভাত কে রাঁধে?"
650,Yes,নোবেল বিয়াইততা সেটা এতদিন না যানা আমি এখন আবার বাচ্চা।
651,Yes,ভালো হয়ে যাও নোবেল!!
652,No,আমি প্রেগনেন্ট না নোবেলের বউ
653,Yes,আপনি কি খেলেন নাই যে হয়তো বল্লেন?
654,Yes,নোবেল তুমি কি কখনো ভালো হবে না
655,No,এইটা ভুয়া নিউজ...
656,No,"লাভ দিছিলাম,তা তুইলা নিতে আসছি।ছাগলের বাচ্চা একটা"
657,Yes,"আরে ভাই তুমি এরকম উল্টাপাল্টা বকো কেনো! এতোদিন তো সবকিছু নিয়ে তামাশা চলেছে, এখন বউকে নিয়ে শুরু হয়েছে।এই পাগলকে কেনো হসপিটালে ভর্তি করায় না কেউ"
658,Yes,এটা বেইমানের বাচ্চা
659,No,মার্ক জুকারবার্গের কাছে অনুরোধ করছি শুধু বাংলাদেশের জন্য প্লিজ একটা জুতার রিয়্যাক্ট চালু করেন।কারন হা হা রিয়্যাক্ট দিয়ে আমার মনে আর শান্তি পাচ্ছি নাহ।
660,No,বাট আফসোস তোর মাথাটা রিকভার হলোনা
661,No,সবই মোদির খেল
662,No,তোমার বানানো আইন নাকি?
663,No,আপনাদের মত মেয়েদের কাছে ধর্ষন তো শারীরিক ব্যায়াম মাত্র
664,Yes,হরিণ বাঘের কাছে যাক বাগ হরিণের কাছে যাক মরতে হরিণেরই হবে৷
665,No,আপু আপনার বলগুলি খুলি সেই
666,No,সানি লিওনি আপু কে পাশে
667,No,"আগে জানতাম ও দেখতাম মেয়েরা কমপিটিশন দিয়া ছেলেদের সাথে সব কিছুতে আগাইয়া জাইতাছে, এখন দেখি ছেলেরাও কমপিটিশন দিয়া মেয়েদের সাথে দিয়া পিংক কালার নিয়া আগাচ্ছে পিঙ্কির পিঙ্কু"
668,No,"আইমান ভাই, যত টুকু সম্ভব সালমান ভাই থেকে দূরে থাকেন,, বলা ত্ব যায় না আপনি ও আবার সাকিব ভাইয়ের মতো কখন কি করে বসেন। মনে রাখবেন সংজ্ঞ দোষে লৈহ ভাসে"
669,No,সালমানের মতো লুক তোমাকে মানায় না আয়মান!
670,Yes,নায়কের মতো স্টাইল
671,Yes,আমার জিনিস অন্যদের কেন দেওয়া সালমাল?
672,Yes,বাসার নিচে গাড়ি পাইলপই খালি ছবি তোলার অভাস টা এখোন কি যায় নাই তোমার
673,Yes,পেছনে কি আবার নতুন কেউ নাকি ?? ভালো হয়ে যাও
674,No,ফেন্ট না থাকলে আমার কাছ থেকে একটা নিয়ে জাইয়েন
675,No,এ সময় যদি জোরে সোরে একটা বাতাস বইতো অবস্থাটা কেমন হতে?
676,No,একজন এনামংহের ইচিং টাইপের বিচি গুলা কুচি কুচি করে কেটে কুত্তারে খাওয়ামু
677,Yes,ভাই এর কপার আর লুঙ্গির দুইটাই বিশাল সাথে আর কিছু বললাম না বুঝে নিয়েন ভাই
678,No,"ধুর হালা, বিচি দেখা যায়"
679,No,পেন্ট পরলে বিচি চিপাই পরে তাই এনাম ভাই লুঙ্গি পড়ে যেন বিচি গুলা ঝুলতে পারে
680,No,ভাই তোমার বিচি বোলে কোন মেয়ে কেটেনিয়া গেলো সুনলাম..
681,No,বিচি যুক্ত মহাসাগর?
682,No,বল দেখা জায় দাদু
683,No,ভাই আপনার বিচি দুইটার কি অবস্তা এখন
684,No,"এনাম ভাইয়ের নিছে আছে দুয়া বিচে,"
685,No,"হালকা বাতাসে , এনামের লুঙ্গি আকাশে"
686,No,ভাই এনাম তোমার নন্টুর সাইজ খুবই ছোট মনে হচ্ছে। তোমার দেহ বড় কিন্তু নন্টু ছোট তোমার এই জীবন রেখে লাভ কী?
687,No,দুলতে দুলতে বিচি আটকে যাইবো কিন্ত
688,No,কেউ গিয়ে একটু এনাম ভাইকে লাড়া দিয়ে আসেন। অন্য কিছু লাড়া দিয়েন না আবার
689,No,নিচ থেকে সাপ এসে তোমার নুনু তে কামড়ে দিলে
690,No,"আমাদের বিচি শক্ত আমরা এনাম ভাইয়ের ভক্ত,"
691,No,"ঔ দেখা জায় মই এনামের বিচি সই,"
692,No,এনাম ভাই এর বিচি কান্দে উঠেছে তাই শুয়ে রয়েছে
693,No,মোল্লার ঘরে মোল্লা
694,No,টাখনুর নিচে পেন্ট পড়া ঠিক না
695,No,শালা জীবনটাই বেদনা
696,Yes,হাঙ্গা করবানি এনামুল আর একটা
697,Yes,দ্বিতীয় বিয়ের কথা শুনেই বউ ক্যারেক্টার এর বাহিরে চলে গেলো!
698,Yes,মানুষ নিজেকেও হাসির পাত্র বিলানিয়ে ফেলতেছে। তাও নিজ দায়িত্বে। দুঃখজনক
699,No,এক জন এনামংহ কে এই অত্যাচার থেক মুক্ত করার জন্য আমরা আন্দলন করবো।এনাম ভাই এর মুক্তি চাই।এনাম ভাইয়ের কিছু হলে জলবে আগুন ঘরে ঘরে
700,Yes,আমিও লকডাউন দেখবো
701,Yes,আজকের গর্জন অনেক সুন্দর হয়েছে
702,Yes,"তাহসান এবং মিথিলা আপুর বিচ্ছেদ হয়েছে অনেক দিন।বিচ্ছেদের পরও আমাদের জন্য সারপ্রাইজ টি আমাদের কিছু শেখানোর জন্য তাহসান ভাইয়ের কথা গুলো খুবই গুরুত্বপূর্ণ। ""তাহসান ভাইয়ের সাথে মিথিলা আপুর নাম জড়িয়ে বা মিথিলা আপুর সাথে তাহসান ভাইয়ের নাম জড়িয়ে আমরা কিছু কিছু মানুষ যা করছি,তা আমাদের ভবিষ্যৎ প্রজন্মের জন্য বিষাক্ত বার্তা বহন করে।আমরা আমাদের ভবিষ্যৎ প্রজন্মকে মানুষকে সম্মান করা শেখাচ্ছি না।বিচ্ছেদ হলেই বা অন্য রকম কিছু করলে তাকে অপমান করতে হয় এই রকম কিছু শেখাতে চাচ্ছি।এটা নিয়ে কেউ কথা বলে না।কথা না বললে,সম্মানবোধ সৃষ্টি হবে কিভাবে।এতে ধীরে ধীরে আমরা উগ্র জাতিতে পরিনত হবো।উদাহরণ হিসাবে বলা যেতে পারে কিছুদিন আগের ডাক্তার-পুলিশ এবং ম্যাজিস্ট্রেট এর ভাইরাল হওয়ার বাকবিতন্ডায় ঘটনা টি।তাই সারপ্রাইজ টি খুবই গুরুত্বপূর্ণ।মানুষের মাঝে বিনয় এবং শ্রদ্ধাবোধ থাকতে হয়।"
703,No,মূর্খরা সবসময় নেতিবাচক কমেন্ট করে এটাই স্বাভাবিক
704,Yes,"না গুরু আমি মিথিলাকে পজিটিভলি নিতে পারতেছিনা , অতএব আজ আপনার কথা শুনে মিথিলাকে ছেড়ে দিলাম"
705,Yes,"যারা বিষয়টা নিয়ে রাগান্বিততারা ইতিবাচক,নেতিবাচক বোঝে বলেই বলে,,"
706,No,আজকে ভাবছিলাম টি টোয়েন্টি খেলা হয়বে দুজনের মধ্যে কিন্তু কিছুই হল না
707,No,একটা মুরগি আরেকটা শিয়াল
708,No,"মিথিলা কি হিন্দু নাকি সে কেনো একটা ভারতি হিন্দু বুড়ো বেটারে বিয়ে করলো। দেশে কি মুসলমান ছেলের অভাব পরছে। মিথিলা আমার অনেক পছন্দের একজন অভিনেতা ছিলো ততোদিন যতদিন সে তাহসানের সাথে ছিলো। সে এখন একটা( ,,,,,,,,,) হয়ে গেছে। পুরোটা বলে নিজের ব্যাক্তিত্বের পরিচয় দিলাম না।"
709,No,"ভুল করে একটা বার প্রাচীরটা ভেঙে দেখো..জমে আছে কত কথা, ভুল করে বলে দিও"
710,No,"আমি বাংলাদেশের কোনো কোনো সেলিব্রেটিকেই পছন্দ করিনা তাহসান ভাই ছাড়া !যখন ক্লাস ৬এ পরতাম আম্মু একটা ছোকিনে দিছিলো আমি পুরো ই তাহসান ভাইয়ের গান লোড করে রাখতাম lএর মদ্ধে একটা গান খুব পছন্দ ছিলো ""আলো আলো আমি কখনো খুজে পাবো না""মিথিলা আপুকে একটা কথা বলবো !মানুষ নিজে ভালো থাকতে চায় এটা হিউম্যান ন্যাচার কিন্তু নিজের সুখের চেয়ে অন্যর সুখটা প্রাধান্য দিয়ে দেখবেন আত্তত্রিপ্তি পাবেন l তাহসান ভাই হয়তো আপনাকে আর এক্সেপ্ট করবে না কিন্তু আয়রার মতো একটা কিউট মেয়ের লাইফে পেইন দিলেন,বিয়ে করলেন একজন বিধর্মী বাবা বয়সী লোক কে lআপনি পাব্লিকের কাছে কি এক্সপেক্ট করেন ?জনগণ কি ময়না পাখি যা বুঝাবেন আপনারা তাই বুঝবে?আপনি খুবই ....এতক্ষন হুদাই লিখলাম আপনাকে ফালতু মহিলা"
711,No,লটির নতুন নতুন নাটক বেড়েই চলেছে
712,Yes,বন্ধু হতে চাইলে এড দাও
713,Yes,ব্যাপারটা জোস তোহ।
714,No,এই সালার পুতেরা মুনাজাত ধর
715,Yes,আসসালামু আলাইকুম আশা করি ইসলামিক ইউটিউব চ্যানেলে সবাই পাশে থাকবেন
716,Yes,আপনাকে সনাতন ধর্মের স্বাগতম আল্লাহতালার নেই ভগবান যথেষ্ট
717,No,আবার শেয়ার দিবার কি আছে? নাকি মন চাইতাসে?
718,Yes,মা হিসেবে আপনি জাতির গর্ব কারণ আপনার সন্তানকে আপনি অনেকগুলা বাবা উপহার দিয়েছেন
719,No,শতভাগ সহমত
720,Yes,আপনার দ্বারা সবই সম্ভব
721,No,বীজ যেকোন যায়গা থেকে নিলেই হলো তুমি কোনডা কও৷
722,Yes,"সঠিক জায়গায় মারো ঢিল,প্যারা নাই , জাস্ট চিল"
723,Yes,"আপা,সারপ্রাইজ কি ছিল জানাবেন দয়া করে।জানার খুব আগ্রহ"
724,Yes,নারী কে বিশ্বাস করা ছেড়ে দিয়েছিনিজেকে আজকাল বিশ্বাস হয়না।
725,Yes,শ্বাস কষ্ট ছিল মনে হয় লোকটার তাই গোছায়া কথা বলতে পারত না মনে হয়
726,Yes,"একটা মুরগি বিক্রি করতাম,,কেউ কিনবেন নাকি"
727,No,এটা বড় কথা না বড় কথা হলো তুমি এত পুংডা কেন
728,Yes,গীটার মরুু তু ডাকথার দেখাতে হবে তুমাই
729,Yes,আপনার জামাই নাকি ওনি
730,No,দুর্বাল এইডারে ছাইড়া নতুন একটা লও
731,No,পোস্ট দেখার চেয়ে কমেন্ট পরলে আরো অনেক মজা হয়
732,No,ধরো তেমারে কেউ করলো আর ছারলো নাহ তখন?
733,No,"প্রেমের গভীরতা অনেক,, ,পড়লে সহজে উঠা যায় না"
734,Yes,"সারারাত উঠাই নাই,,তাও এখন পাশে নাই"
735,No,ভালো কথা তো এটা
736,Yes,আবার কাকে ডিভোর্স দিয়ে টাকা হাতানোর ধান্দা করছো মাহি
737,Yes,এত ইচ্ছা কেন?
738,Yes,হো আমার ওও পড়তে ইচ্ছা করে
739,No,শুভেচ্ছা ও অভিনন্দন ভাবি!
740,Yes,আমিও তোমার প্রেমে পরলাম আর উঠলাম না
741,Yes,কমেন্ট দেখত আসছিলাম কমেন্ট দেখা শেষ চলে যাচ্ছি
742,Yes,আমাদের গাজীপুরের ভাবি হতে যাচ্ছে
743,No,এগুলা ঠিক না ছি ছি ছি সরম নাই
744,Yes,এক কাপ চায়ে আমি তোমাকে চাই
745,Yes,এগুলা ঠিক না
746,Yes,নতুন আগমন পুরাতন গমন
747,Yes,"আমি ১২ ভাতারি মাইয়া,বুইরা জামাইর লগে আমায় বাবায় দিসে হাংগা,"
748,Yes,পাম দিওনা পাম দিওনা
749,Yes,আমার মনেহয় এই লোকটার অনেক টাকা আছে !
750,No,জীবিত মানুষের শোক পালন অনেক কঠিন
751,Yes,আবার বলাম মাহি ভালো হয়ে যাও
752,Yes,সেলিবেটি অকলের খাইছলত
753,Yes,আহা স্টাটাস
754,Yes,ম্যাকাপ ছাড়া একটা পিক আপলোড কর বোইন!তার পর দেখি ফ্যান ফ্লোয়ারা কি ভাবে নেয়!স্বর্গে না নরকে পরে দেখা যাবে!
755,Yes,"আমার খারাপ কমেন্ট গুলো আজ প্রয়োগ করার কথা ছিল,বাই দা ওয়ে, কে জানি নকল করে আগেই দিয়ে দিয়েছে।তোরা পারসও।মাসুদ ভালো হয়ে যাও"
756,Yes,খুব খেলতে ইচ্ছে করছে মনে হয়
757,Yes,আলাদা হয়ে যাবার পর এসব পোস্ট মানায় না।। এসব না করে নিজের কাজে মন দেন আপা
758,Yes,নিউজ টা একটু পরেই হবে।মাহি আবার আগের স্বামীকে ফিরে পেতে চায়।
759,No,বুঝলাম না তোমরা হা হা কেন দেও?
760,Yes,"নির্ঝরকে, জানি, যতটুকু ভালোবাসা যায় অমৃতসুধায়তার থেকেও যেন বেশি ভালোবেসেছি অমিমায়াবী মনের চেতনার যত গভীরে যওয়া যায়যেন তারও অধিক গিয়েছি আমি।সন্ধা প্রদীপ জেলে ধ্যানমগ্ন থকি নিরবধিতুষার আর অগ্নি জপি আমি অবধিঈশ্বর জানে নির্ঝর সত্যপ্রানে তোমায় কতখানি চাইতোমার জন্য কত শ্রাবণ ঝরাতে পারি এ দুচোখে!নির্ঝর যদি পাশে থাকো হাতে হাত ধরে আজওনিশ্চিত জেনে রাখ পাড়ি দিব সাত সমুদ্র আরতের নদী দুজন মিলে।"
761,No,তাইন জামাইরেও রাখতা চাইরা আবার রাকিব সরকাররেও রাখতে চাইরা।এক বধূ দুই স্বামী।ইটা সম্ভব নায়।
762,Yes,আপু ইভ্যালি তে অর্ডার দিয়েছি তিন মাসের বেশি হয়ে গেছে কিন্তু আমার প্রোডাক্ট গুলা এখনো ডেলিভারি পেলাম না প্লিজ একটু দেখে দিবেন।
763,Yes,মানুষ এই জীবনে যা কিছুই করুক সেই কাজ টা করার আগে জদি সে এক বার ভাবে যে আমকে এক দিন মরতে হবে আর এই সকল কাজের হিসাব দিতে হবে তা হোলে আমার মনে হয় কেউই কোনো খারাপ কাজ করার সাহস পেত না? তাই ক্ষমার দর্যা এখনো খোলা আছে?
764,No,"ভালবাসা অভিরাম আমার প্রিয় মানুষ|আমার অবাক লাগে এতো খারাপ কমেন্ট আপনি সহ্য করেন কিভাবে,,,,! পুরুষ শাসিত সমজে নারীর অধিকার নিয়ে কথা বলার জন্য আমার কাছে সবসময় শ্রদ্ধার পাত্র আপনি|"
765,Yes,দুই দিন পর পর তামাশা করবা আর জনগণ বল্লেই দোষ
766,Yes,তুমি আর কুজে পাওনাই বাংলাদেশের ছেলে ভারতে গেছ ভারতের লট নেওয়ার জন্য
767,Yes,একজন সেলিব্রেটির ভালো এবং খারাপ টাই সমাজ গ্রহণ করে।তাই
768,Yes,"মিথিলা তুমি এগিয়ে যাও, আমরা সবাই তোমার সাথে আছি। তুমি একমাত্র বাংগালি নারী যে এই অসুস্হ ধর্মান্ধ সমাজের মানুসদের বিরুদ্ধে দাঁড়িয়েছে। এরা নিজেদের খুব ধার্মিক মনে করে কিন্ত আজকে এরা ইউরোপ বা আমেরিকার ভিসা পেলে পশ্চাতের কাপড় খুলে সবার আগে খৃস্টান দেশে গিয়ে থাকার জন্য দৌড়াবে। এইসব দুই নম্বরিদের কোথায় কিছুই আসে যায় না। তোমার জীবনে আরো অনেক সাফল্য আসুক, তোমার জীবন সুখ শান্তিতে ভরে উঠুক, এই কামনা রইল । তুমি আমাদের অহংকার"
769,No,তোমার চেহারায় দারুন একটা মায়া আছে। তোমার এই মায়াবী চেহার দরুন তোমাকে দর্শক স্রোতা অনেক ভালোবাসে। কিন্তু তাহসেনের সাথে তোমার বিচ্ছেদ টা স্রোতারা ভালোভাবে নিতে পারেনি। তাই তারা যখনই তোমাকে দেখে তখনই তারা তাদের মনের খুবটা বোলিং এর মাধ্যমে প্রকাশ করে।এটাই বাস্তব এবং এটাই সত্য
770,Yes,"আসলেই তো এতো মাতামাতির কি আছে,, লাইফ যার বুঝবেও সে,,,রং না,,রাইট এটাও সে বুঝবে,,ফল টাও সে খাবে কিছু হলে তার হবে,, পাবলিকের কি"
771,No,নির্লজ্জের মতো আবার উত্তর দিচ্ছে
772,Yes,ভালা জামাই টা রাইখা একটা আকাডা ডেডিয়া বিয়া করে কি সুখ পান
773,Yes,মিথিলা একটা কারেক্টার লেস। আমার কাছে ভিডিওটা এখনও আছে।
774,No,আর আমি একটা জিনিস ভাবি।সৃজিত তো হিন্দু আর মিথিলা মুসলিম মনে হয়। তবে তদের বাচ্চা হলে কি হবে?? হিন্দু/মুসলিম?? নাকি গাধা আর ঘোড়ার মাঝের টা খচ্চর!!কনফিউজড আমি। কেউ কি বিষয়টা ক্লিয়ার করবেন??
775,No,কিন্তু মামা তোমার বউ তো অস্বীকার করলো?কাহিনী কি
776,No,এভাবে নাহ বলে তো আমাদের সারপ্রাইজ ও দিতে পারতেন
777,No,ইমোশনাল হয়ে লাভ রিয়েক্ট দিছিলাম
778,Yes,আলোম ভাই আপনাকে সালাম আপনী এগিয়ে যান.....
779,Yes,হিরো আলমের অহংকার নেই এটা আমার ধারণা।সে আর যাই করুক।
780,Yes,নাস্তিক
781,Yes,কঠিন মাল রে ভাই তুই
782,Yes,সালা বাবু তোমার না দেশে আশার কথা ছিলো
783,No,দাদু আসলা না খেলাও হল না
784,No,নডি
785,Yes,হিচা মার
786,Yes,তুই একটা বেয়াদব! আবার কথা বলতে আসছিস!!!
787,No,"তুমি এখনো অতো বড় পন্ডিত হওনি যে পান্ডিত্বের মাধ্যমে তুমি বাঙ্গালির ব্রেনকে ওয়াশ করে দিতে পারবে, বাঙ্গালির রাষ্ট্রিয় ধরম ইসলাম আর এখানে তুমি ইসলামি আইনের বিরুদ্ধে গিয়ে মনচাহি ভাবে ধরম পালন করবা, আর এটাকে তুমি জনসাধারনের মাঝে পজেটিভ ভাবে তুলে ধরার চেষ্টা করবা, এই চেষ্টায়তো তুমি আর কোথাও নাহোক অন্তত বাংলাদেসে সাক্সেসফুল হতে পারবেনা"
788,No,"জাতিকে সরাসরি একথা বলে দাও, আমার লাইফ আমি যা ইচ্ছা তাই করবো প্রভুর কাছে জবাব দিতে হলে আমি দিবো, তোমরা এখানে গলাবাজি করার কে? দেখবা কারোই কিছু বলার থাকবেনা।আমার মতে এটাই উত্তম পদ্ধতি,শুধু শুধু নিজেকে মাসুমা প্রমান করার জন্য অযথা চেষ্টা করে কোন লাভ হবেনা।"
789,No,তোমার হাল নুসরত এর মত ।তোমাদের হিন্দু ভাইয়েরাও দেখতে পারে না। ।
790,No,হ তুমি প্রতিদিন তাহসান কে ফোন করে বলো রুআপজা পান করে তাহাজ্জোতের নামাজ পড়তে সেটাকে পাবলিকে জানানো দরকার
791,Yes,মুশরিক কাউকে বিয়ে করা কোন ভাল শিক্ষা নয়।
792,No,আপনাদের মত মানুষের মুখে নীতি বাক্য শুনলে অনেকেরই মেজাজ খারাপ হয়ে যায়.. দেখতে চাই না আপনি বা আপনার মত মানুষদের..
793,No,"তুমি কি কোনোদিন ও ভালো হবে না মিথিলা, ভালো হয়ে যাও মিথিলা"
794,Yes,সা মা জি ক দু র ত্ব ব জা য় রে খে ক মে ন্ট ক রু ন ভা লো থা কু ন সু স্থ থা কু ন
795,Yes,ইভ্যালি ইজ দা বেস্ট বাংলাদেশি মার্কেট প্রাইস।।।।।
796,No,ফাউল যতসব
797,Yes,কচুর সারপ্রাইজ এটা
798,Yes,আচ্ছা তোমরা যখন একে অপরের সাথে কথা বলছিলে কেমন অনুভব হচ্ছিল জানতে খুব ইচ্ছে হচ্ছে
799,No,কিছু কমুনা খালি দেখমু
800,No,"আমি করিতে চাহিয়া চিতকার,করিতে পারিনি চিৎকার"
801,Yes,মিথিলা আপু এতো নার্ভাস কেনো?তাহসান কে তো অনেক সাবলীল লাগলো। ওর কথাবার্তা সব ক্লিয়ার কাট। তবে মিথিলার কথাবার্তা সবই জরিয়ে যাচ্ছিলো বারবার।
802,Yes,তোমারা ধর্মীও বিধান না মেনে আকাম গুলি করবে আর মুমিন মুসলমানগণ নীরবে মেনে নিবে তোমাদের তো এই দুনিয়ায় মনের দিক দিয়ে পুরবে জাহান্নামে ও জ্বলবে।
803,Yes,"শিক্ষাগত দিক থেকে কে কার থেকে উপরে, এই একসাথে খেলার মাঝেই প্রমান হয়ে গেলো। কেও কাওকে সন্মান দিচ্ছেনা। খেলার মাঝেই একজন অন্যের থেকে বেশি পারে জাহির করতে চেয়েছে। পার্শিয়াল পার্শিয়াল করছিলো দুজনেই।"
804,Yes,তর মত নারী এই জাগতেই আকাম ছড়ানো ছাড়া কিছুই করে না যুব সমাজ নষ্টের মুল হুতা মিথিলার মত তারকারা
805,No,"মিথিলা তুমি শত নারীর জন্য অনুপ্রেরণা এভাবেই তোমার কঠোর পরিশ্রম চালিয়ে যাও,তুমি দিন রাত অনেক পরিশ্রম করো"
806,Yes,মন খারাপ করে বসে থেকো না। তোমার জন্য জামাই আনছি
807,No,আর কেউ কয় এদের নাকি ছাড়াছাড়ি হইতেছে গুজব ছড়াইয়া কি পায় মানুষ
808,Yes,বাইঞ্চুদে তো পুরাই বুইরা তার চেয়ে তো আমাদের বাড়ির কামালের পুতে অনেকটাই ভাল
809,No,গরীবের মিয়া খলিফা
810,No,তোর কয়টা লাগে একটা তো গেছে আর কয়টা লাগবে তোর সাথে ভালো কেউ তাকবে না
811,No,তা হলে তো মইরা যামু
812,No,মাহি আমি তোমাকে আগে থেকে পছন্দ করি কিন্তু বলতে পারিনি
813,No,কিরে ভাই আমি তো তোমার ডিভোর্স করাইনি এমন ভাব নিচ্ছে ওরে জোর করে মানুষ আলাদা করেছেনতুন মেশিন এর খোজে মেশিন বদল সালা যত্ত সব নষ্টামি
814,Yes,মাহী অপু দুইজনের জন্য কষ্ট লাগছে দুইজনের এত সুন্দর সংসার ভেঙ্গে আজ দুইজন দুই প্রান্তে
815,Yes,মাহি টাকলা কে ভুলে যাও আমি তো আছি
816,No,সত্যিই অপূর্ব লাগছে বাহ দা-রু-ণ ছবি ভালোবাসা রইলো প্রিয় রিয়েক্টর
817,Yes,সত্যিই অপূর্ব লাগছে তোমার ছবি কি দারুণ চমৎকার ফ্যান্টাস্টিক
818,No,তাহলে ছাইরা দিলা কেন তাড়াতাড়ি গিয়ে আবার বিয়ে কর
819,Yes,"ওরে ইচ্ছে করে বুকের ভিতর, লুকিয়ে তারে রাখি ...মাহির জন্য রইল এক মিনিট নীরবতা!"
820,Yes,তাইলে একটু লাগিয়ে আসলেই পারো গোপনে মন প্রাণ জান দুই শান্তি পেলো।
821,No,মাহি আপু সত্যি খুব ভালো মনের মানুষ
822,No,সময় আর এমবি টা নষ্ট সব উল্টা পাল্টা কথা শেখার কিছুই নাই।
823,No,জয় এর মত ফালতু লোকের সাথে আপনাকে মানাই না ভাই।
824,Yes,তৌহিদ আফ্রিদি একটা বেয়াদব
825,Yes,সালমান মুক্তাধির কে আনলে বোঝা যাবে কে কাকে রোস্ট করে।
826,Yes,"তুমি তো হিরো আলম কোয়ালিটি র সেলিব্রেটি, তো হিরো আলম কে তো ভালো লাগবেই।"
827,Yes,দুই চোর কে একসাথে দেখতে পেলাম
828,Yes,তোর বাপ নাসির উদ্দিন সাথী মাইয়া হোটেল থাকে
829,No,এই কুত্তা জয় কে কেন ইন্টারভিউ দিতে আসলো আফ্রিদি
830,No,তৌহিদ আফ্রিকা ভালো জয় ভাইও ভালো। জয় ভাই সঠিক কথা বলে ভালো লাগে সিরিয়াসলি উপস্থাপক এরকম হওয়া দরকার।
831,No,সালা দুইটা বেদব ছাগলে ৩ নাম্বার বাচ্চা
832,No,"এসব সেলিনা জাহাঙ্গীরদের ব্যবসা। পরীমনির ""না"" বলাই অপরাধ। পরীমনি ডিনাই করলে সেলিনা জাহাঙ্গীরদের ব্যবসা থাকে না। এরা নারী স্বাধীনতা বলতে নারীর যৌনস্বাধীনতা বোঝে।"
833,Yes,নিজের ইচ্ছায় ড্রিংক করা আর জোর করে করানো কি এক?
834,No,একজন শিক্ষিত মানুষের সাথে অশিক্ষিত মানুষের আসাটা ঠিক হয়নি
835,Yes,হেলেনার কথার সময় তুষারের মুখের দিকে তাকাতে ভালই লাগল
