No.,Social_acceptance,Comment
459,No,তুই তর বাপেরে নিয়া জাইছ
460,No,পাগল চূদি
461,No,তোর সেলিব্রিটি কে আছে রাম ছাগল
462,No,সিমু চলো পালিয়ে যাই
463,No,খবিশ
464,No,আপনার পোষ্ট দেখে আমার পাশের বাসার পিছনের বাড়ির সামনের মাঠের ডানদিকের রাস্তার প্রথম বাসার ভাবীর বোনের শ্বশুরবাড়ির এক আত্মীয়ের একটা মুরগি ৩ টি ডিম একসাথে উপহার দিয়েছে। তাই তারা সকলেই আপনার কাছে কৃতজ্ঞ।
465,No,ফাক বয়
466,No,বাইঞ্চুদ
467,No,তুমি অত্যান্ত চরিত্রহীন খারাপ মানুষ।
468,No,ধর্ষিতা মহিলা
469,No,প্রিয় ভাই
470,No,ছাগলগুলা ছাগী গুলারে করবে এটাই স্বাভাবিক!
471,No,প্রতিটা মুভ ছিলো দেখার মত!!!
472,No,তোমার বেগম সাহেবারে চুদি
473,No,অনেক ভালো হইসে
474,No,ভাই গানটা অসাধারণ
475,No,অসম্ভব ভালো লাগলো এনাম ভাই।আশা করি সামনে আরও ভালো কিছু নিয়ে হাজির হবেন।তবে মানুষ আপনাকে নিয়ে আপনার লাইভের চরিত্রে বর্ননা করে।আমি মনে করি লাইভ টা সামান্য বিনোদন মাত্র
476,No,কাজের চাপে এখনো লকডাউন দেখতে যেতে পারিনি। বিকেলের দিকে যাবো ভাবছি।
477,No,বিচি দুইটা একটু সাবধানে রাইখেন।
478,No,লকডাউন ছুঁতে যেওনা বিচিতে ডান্ডা পরলে ঠান্ডা হবেনা
479,No,ঠিক বলেছেন ভাই
480,No,হুনুমান প্রসাদ দারি ওয়ালা বিচি চাড়া লোচ্ছা
481,No,বিচির দাম ১ কোটি
482,No,এনামের বিচি বাংলাদেশের সেলিব্রেটি
483,No,এনাম ভাইয়ের বিচিতে টোকা মারো একসাথে
484,No,ঘর জামাই বিচি এনাম
485,No,আবাল
486,No,আমি চিৎকার করে হাসিতে চাহিয়া করিতে পারিনি চিৎকার প্লাজু খুলিয়া জাওয়ায় নিজেকে দিয়েছি ধিক্কার
487,No,আম্পায়ার এর মারে চুদি!!
488,No,সাকিব আর এনাম এর মাকে চুদার বড় ইচ্ছা আমার জানিনা কবে পুরণ হবে
489,No,এনাম ভাইয়ের ফাঁসি চাই
490,No,লাথিটা বিচির উপর দেওয়া উচিৎ ছিল
491,No,সাকিব ঃ তর নানির হেডা
492,No,ওরে মাদারচুদ
493,No,মাদারচোদ একটা
494,No,"ইভেলি সালার পুতেরা চোর কেউ প্রতারিত হবেন না,"
495,No,গাঁজা সেবন করছেন কয় পুটলা
496,No,"যারা আবল""তাবল বলে আমরা তাদের ড্যান্ডি খোর বলি"
497,No,গাঁজা কি খেয়ে ঘুমিয়েছেন নাকি ঘুম থেকে উঠার পর খাইছেন?
498,No,সালা গাজাখোর!
499,No,"শালা পাগলের ঘরে ছাগল কোথাকার,রাত ১২ টায় সকাল জোদাস"
500,No,"""থাপ্রাইয়া তোর কিডনি ফাটাইয়া ফেলব,"" অনেকে এসব বলে আপনাকে, কেন যে বলেএসব, বুঝিনা!!"
501,No,তুই বোকাচুদা হালার পো হালা... জামাল স্যার এর স্টুডেন্ট হয়েও এমন মন মানুষিকতা মানায় না...
502,No,ভাই ধান্দাবাজি বন্ধ করেন ফ্রিল্যান্সিং শিখানোর নামে মানুষের কাছ থেকে টাকা নেন বলেন ফ্রিল্যান্সিং এর বই দিবেন একটি টি-শার্ট দিবেন কিন্তু আসলে কিছুই না সবই আপনাদের ধান্দাবাজি এ ব্যবসা বন্ধ করেন এক বছর হয়ে গেল প্রায় এখনো কিছুই পাইনি আমি এসবের ফাঁদে কেউ পা দিবেন না সবি ধান্দাবাজি ভালো হয়ে যান না হলে আপনার পরিণামও ভয়াবহ হবে জেলে কাটাতে হবে সারা জীবন
503,No,গাজা কয় পোটালা খেয়েছেন
504,No,ভুদায়চোদা
505,No,দেশের হোগা মারা সারা
506,No,হিছা মার সালা ডাজবিন
507,No,বলদ নাসিম
508,No,"মন চাইতাছে তোরে কতোক্ষণ গোয়া মারি ,, নাটকিরপোলা,,৷ তোর ডান্স দেখে ডান্সের প্রতি মোন উঠে গেছে,,,"
509,No,বাংলাদেশের জাতীয় পাগল চোদা
510,No,"অর্থ বুঝে গান গাইবেন ।
আপনি জানেন গানটার অর্থ টা কী?
গান শুধু গাইলেই হয়না ।"
511,No,তুকে চুদে কে
512,No,ভাই আপনার ভয়েজ অনেক খারাপ কেন করেন গান।
513,No,ভাই আপনার লজ্জা নাই আপনি কথা সঠিক ভাবে উচ্চারণ করতে পারেন না আসছেন গান গাইতে
514,No,দাদা আপনি কি পোঁদ দিয়ে গান করেন
515,No,অসাধারণ সুন্দর গান
516,No,"এই মাগির পোলা, খানকির পোলা তোর মত পাগল দেশে আসলে তোর এবং তোর বউযের বোদা ভাটাবে সরকার খানকির পোলা।"
517,No,মরবি কবে?
518,No,সেফুদা is মাদারচুদ
519,No,"কিরে লোডার ঘড়ের লোডা, ,বদনার ঘড়ের বদনা কি খবর মদ খাইছোত নি আজকে"
520,No,সেফুদা বাইনচোদ
521,No,তোকে কুত্তা দিয়া চোদাই
522,No,কুত্তার বাচ্চা।
523,No,মনডা চায় সেফুদার বিচিতে টুক্কা দিয়ে ওর থার্মোমিটার ফাটাইয়া-ফালাই
524,No,খানকি মাঘির ছেলে তুই বাংলাদেশ আসবি কবে।
525,No,লুচ্চা সেফুদা
526,No,গরু চোর দাদু
527,No,মদ খাঁ ফকিনি
528,No,মাতাল
529,No,হারাম খোরহালালজাদা
530,No,মদ খাবো দাদু
531,No,"মদের দাম বাইড়া গেছে দাদু,তোমার ওখান থেকে পাঠাও।"
532,No,তোর মেয়ের বুধা খাবে
533,No,সালা বুইরা বাইঞ্চুদ
534,No,বিয়াদপ
535,No,সালা বোকা ছেলে
536,No,মাতাল।
537,No,কত জাতের পাগল দেখলাম কিন্তু এই আছুদার মত পাগল আজো পাইনি?
538,No,শেফালী কাকু। আমার কুকুর টা সারা দিন । টেনশনে আছে তুমি কখন নিথর হবে। তোমার শব্দ বোমা বন্ধ হবে।
539,No,কাকু তুমি দেশে আসবানা? অনেক তো চাপা মারলা। ওখানে থেরাপি দেয়ার দরকার নেই। বাংলাদেশে বিনামূল্যে অনেক থেরাপি আছে।
540,No,মদ খেয়ে তোকে চুদমু আমি খান কির পোনা
541,No,"চুদিপুলা, তুই বাংলাদেশ আসলেই, তোকে আগে প্রোস্রাব খাওয়াবো, মদার চোদ"
542,No,এই সিফুদা এই কুত্তার বাচ্চা তোর জন্মের ঠিক আছে মাদারচোদ
543,No,কত ছাগল দেখলাম কিন্তু শেফাতুল্লার মত ছাগল আর পৃথিবীতে কোথাও দেখলাম না
544,No,মরার আগে তওবাও কর খানকির পোলা
545,No,তুমি মিথ্যুক ধোঁকাবাজ কাক্কু।
546,No,মাদারচোদ
547,No,তোর পুটকি দিয়া রাজ হাঁসের ডিম দেওয়া প্রয়োজন
548,No,"নদীভাঙ্গনে অসহায়ভাবে বেঁচে আছি করে সংগ্রাম আমরা ভাই খুব সাধারণ, জেলা মোদের কুড়িগ্রাম"
549,No,শালার পুতের নামাজ কালাম কিছু নাই...
550,No,পাঁচ ওয়াক্ত নামাজের দিকে একটু খেয়াল দিয়েন টাকা পয়সা জীবনে অনেক আয় করবেন ঠিক আছে কিন্তু প্রতিদিনের পাঁচ ওয়াক্ত নামাজ আদায় না করলে এর পরিনতি তো নিশ্চয়ই জানেন
551,No,"প্রচন্ড মাথা ব্যথা করছিলো,, কোনো ঔষধেই কাজ হচ্ছিলো না,, অতঃপর আমি এই পোস্টটা দেখলাম .এখন সাথে মাথা আছে কিনা সেটাই বুঝতে পারছি না..!"
552,No,তর এই অহংকারী কথার জন্য আন ফ্ল দিলাম ভাই ভালো থাক
553,No,ঠিক বলছেন ভাইয়া
554,No,তাহলে আপনি বলেন কেন ফ্রীতে শিখাবো।
555,No,"ভাই ঐসবে কান দিয়েন না, মানুষ খুব খারাপ, নিজেও জানে না কি চায়?"
556,No,ধুলো বালি পরিষ্কার করতে রাজি আছি ভাই।
557,No,জ্বি ইদানীং খুব ভালো মানের গান্জা সেবন করেন যে সেটা বললেন...
558,No,নাসিম ভাইয়া আপনার প্রতি আরো ভালোবাসা বেরে গেল ভালোবাসা রইলো অবিরাম
559,No,আসুন আমরা সবাই নামাজ আদায় করি। আল্লাহ্ তায়ালা সবাইকে নামাজ পড়ার তওফিক দেক। (আমিন)
560,No,ফ্রিলান্সার দালাল
561,No,আলমের গান আমার ফেভারিট
562,No,বাংলাদেশ মানুষ ঘৃনা করে এই পার বাংলা মানুষ তোমার ভালোবাসেন
563,No,বাংলাদেশের বিখ্যাত অভিনেতা
564,No,হাতির সাথে মশার নাচ
565,No,ক্যেমরা ম্যান তোমার পসংসা না করে পারলাম না তুমিএকটা জিনিস
566,No,হিরো আলম নায়িকার দুধের নিচে পড়ে থাকবে।
567,No,মানুষটা যেমনই হোক না কেন অভিনয় দারুন হয়েছে
568,No,এই ভিডিওটা কেরিমিনাতির এর চেনেল থেইকা পপুলার হইসে
569,No,আপনাদের হাতে যদি একটা বাশ ধরাইয়া দেই এখন কি করতে ইচ্ছে করছে
570,No,হেইতেরে একটা চাপ দিলে আর বিচাইরা ফাওয়া জাইত না
571,No,চেহারা দিয়েই সব কিছু হয়না যেটা আমাদের হিরো আলম ভাই প্রমাণ করে দিয়েছে।
572,No,অসাধারণ ভিডিও
573,No,হিরো আলমের অসাধারন গান শুনে আমার তিন দিন ঘুম আসেনা
574,No,হিরো আলমের গান শুনে আমার পায়খানা পেয়ে গেছে
575,No,আমি শিহরিত হিরো মলম এর আবাল মার্কা গান শুনে
576,No,হিরো আলম ভাইজান এর ফোন নাম্বার টা কি কেউ দিতে পারবেন
577,No,আলম ভাই গানটা অসাধারন হয়েছে। আপনার সব গানের মধ্যে আমার এই গানটা বেশি পছন্দ হয়েছে
578,No,আমার চাইনিজ ফ্রেন্ড হিরো আলম এর চাইনিজ গান শুনে অনেক প্রসংশা করছে। এবার উগান্ডার মানুষ খুজতে হবে।
579,No,এই গান শুনে মনে হচ্ছে হিরো আলম আসলেই উগান্ডা বাসী
580,No,কমেন্ট পরতে গেলে দেখা যায় আসলে হিরো আলমকে বাংলার মানুষ কতটা ভালবাসে।
581,No,হিরো আলমের আল কাতরা মাখার কি দরকার এমনেই তো উগান্ডার মত দেখতে
582,No,সাহসী হিরো আলম তুমি এগিয়ে যাও আমরা তোমার সাথে আছি
583,No,হিসাববিজ্ঞান এর ভাসায় একটা গান চাই
584,No,কোলকাতার নির্বাচনে এই গানটা দিদিকে উপহার দিলে কেমন হয়
585,No,এডা দেখার পর আমি দের মাসের মতো পাগল ছিলাম
586,No,"গান টা শুনার পড়ে এক ঘন্টা বেহুশ হয়ে পড়ে ছিলাম,,,"
587,No,একমাত্র হিরো আলমই সবার মনের ইচ্ছা পুরন করে চলছে ।
588,No,যে যাই বলুক গান এবং ভিডিও খুব ভালো লেগেছে আমার।
589,No,বতর্মানে নারী স্বাধীনতার নামে এই দেশের ইসলামকে ধ্বংস করে দেয়া হচ্ছে। হেলেন জাহাঙ্গীরদের মতো নষ্টা মহিলারা এই দেশকে এখন পরিচালনা করে।
590,No,হেলেন জাহাঙ্গীরকে রিমান্ডে নিলে আরও অনেক তথ্য পাওয়া যাবে। হেলেন জাহাঙ্গীর মনে হয় অনেক দুইনাম্বার ব‍্যাবসার সাথে জরিত। এরা হলো সমাজের নষ্টা মহিলা। এদেরকে বতর্মানে সমাজে আস্কারা দেয় ভোট চোর শেখ হাসিনা।
591,No,কি বলে মহিলা পাগলের মত। নারীরা নিরাপদ কিভাবে। মহিলাকি অন্ধ নাকি। দেশে এত ঘটনা ঘটছে মেয়েরা ঘর থেকে বের হলে আর সুস্থ অবসথায় ফিরবে কিনা কেউ বলতে পারবে না।
592,No,"ডা: তুষার’ রা কোন কিছু হলেই শক্তিশালী দুরবীণে মেয়েটির দোষ খুঁজে বের করার চেষ্টা করে, মেয়েটি কার সাথে গেল, কখন গেল, কি পোষাক পরে গেল, কোথায় গেল … … ইত্যাদি. কিন্তু আসল সমস্যা হলো উনাদের দৃষ্টিভঙ্গিতে। অদ্ভুত !! উনারা জেনে hypocrisy করে কিন্তু বোকা বানিয়ে আমজনতার লাইক আশা করে। উনারা একাধিক সার্টিফিকেট গলায় ঝুলিয়ে জন্মান্ধ কিছু লোকদের আলোর পথ দেখানোর সুনাম কুডাতে বদ্ধপরিকর। বা ওয়াও বা!! সেলুকাস! আপনারাই পারবেন নক্ষত্রের ন্যায় আলো জ্বালিয়ে নিজের অবয়ব ঊদ্ভাসিত করতে না সমাজের, না দেশের -দশের, না রাষ্ট্রের। পৃথিবী এগিয়ে যাচ্ছে আর উনারা ধর্মীয় আসক্তদের আরো পশ্চাৎ মুখী হওয়ার হিতাপোদেশ দিতে ব্যস্ত।"
593,No,"হঠাৎ এতো দামি ফোন দেখে তো অবাক হবেই জীবনেও তো দেখোনাই তাই আাবাল এর মতন সবাই কে সাহায্য করতে পরবি, তোমার বাবার তো অনেক টাকা আছে। সবাই কে করে দেখিয়ে দিতে পারবি তখন ই বোঝা যাবে বুঝতে পারছিস,এটা সুধু তোমার জন্য"
594,No,ভাই মাকে তো গাড়ী কিনে দিলে আমাকে তোমার মায়ের গাড়ীর ড্রাইভিং জবটা দেবে?
595,No,"পরিবেশ বাচানোর দায়িত্বটা আমাদেরই নিতে হবে,,,! গাছ লাগান,,পরিবেশ বাচান,,,,গাছ সম্পর্কে অনভিজ্ঞ যারা,,,তারা আমার কাছ থেকে হ্যাল্প নিতে পারেন"
596,No,একটা মানুষের জীবন বাঁচাতে তাওহিদ আফ্রিদি ভাইসাহায্য চাই সবাই একটু শেয়ার করি তাওহিদ আফ্রিদি ভাইয়ের চোখে যাতে কমেন্টা পরে
597,No,কবরের লাশ পচার আগে বাস পথে যায় তবুও মানুষের অহংকার কমেনা সুযোগ পেলে এই পেজটা ঘুরে আসবেন ধন্যবাদ
598,No,হেভবি
599,No,সাদা পরী
600,No,আরো হট পিক চাই
601,No,বুরি হলে বুঝবি তুই এখন নয় ।
602,No,তোমার অপেক্ষায় আজো আমি শুভ সকাল ভাবনা
603,No,আলোচনায় আসতে চাও না-কি পরির মতো
604,No,তোমার বুকের মধ্যে খানি কালো কালো ঐটা কি গো
605,No,ভাবনা' আমি তোমার সারাদিনের ভাবনার কারণ হতে চাই।
606,No,পুরাই ফালতু একটা জীবন কাটাচ্ছি
607,No,"ভাইরাল হতে চাও তাহলে পরি মনির সাথে যোগাযোগ করো , রাতারাতি ভাইরাল হয়ে জাবে"
608,No,সব কটা ........ খুলে দাও
609,No,গালো ২ খামড় দিলাম পাইতাম জুদি
610,No,কত পাগল দেখলাম!
611,No,তোমাকে খুব হেব্বি লাগছে
612,No,ফালতু একটা ছবি
613,No,আপনি যে এইরকম... আমি আগে জানতাম ছি ছি..
614,No,বাহ্
615,No,ভাবনা তুমি কোন দিন ভাল হবা না
616,No,খারাপ ছবি
617,No,"এমন,কেনু"
618,No,গরিবের সানি লিওন
619,No,করোনা তোমারে দেখতে পাচ্ছে না
620,No,তোমার জীবনটা কোন ছেলেটায় নষ্ট করিল যার কারনে রাগে তুমি নষ্ট জীবন বেচে নিলে
621,No,মা শব্দের বিপরীত শব্দও মা
622,No,"আপনার সাথে আপনার মায়ের ছবি, যোগ্য সন্তানের পাশে থাকতে পেরে নিশ্চয় গর্বিত আপনার মা"
623,No,যারা বাজে কমেন্ট করেছে এটাই তাদের ধর্মের পরিচয়.আরে বেটা আগে মানুষ হও
624,No,দাদা আপনিও শেষমেষ পতিতার পাশে
625,No,এদের সাথে এমনি হওয়া উচিৎ।
626,No,পরী আপার বিচার চাই
627,No,মাঝে মাঝে নিজের ঘরের মানুষ ভুল পথে গেলে তাকে তার ভুল ধরিয়ে দেয়া উচিত। না বুঝলে তাকে তার মতো ছেরে দেয়া উচিত
628,No,সত্যি হৃদয় বিদারক রিপ
629,No,এসব ছোটো প্যান্ট পড়ে পিক তুলছো তার সাথে বেয়াদপ ভালো হবা না তুমি
630,No,ছবি দেখে আপনাকে মনে হয় আপনি পর্দা করেন - আর অবশ্যই ভার্জিন
631,No,এমন ছবি দিও না আমাদের সমস্যা হয়
632,No,তুমি সবসময়ই হটি...
633,No,"আল মামুন পরী মনিরে হা,হা, রিয়েক্ট আর এই জায়গায় লাভ রিয়েক্ট। মানে কি হুম??"
634,No,শুধু স্বাস্থ্য সেবা খাতের লোকজন করোনা থেকে শিক্ষা গ্রহন করেনি
635,No,সুধু সময়ের জন্য অপেক্ষা করতে হবে। যা বুঝাতে চাইছেন তা বুঝলাম ধন্যবাদ।
636,No,বহুদিন পর সুন্দর একখান কথা বলছেন
637,No,রাস্তাই যাত্রী কম তাই
638,No,সালার গরে সালা
639,No,বদ্দা ছাফ যাগা চাই দিপেলাই
640,No,মাইন্নের বউ
641,No,চোর বেটা
642,No,এসব বারোভাতারিদের লক্ষণ ।
643,No,ভাই এইসব কমেন্ট পইড়া মনে হয় না আর পচামু ........রাব্বি ভাইয়ের টা জোস হইসে
644,No,এইরাম লাবিঊ পোস্ট করা একটা বফফেন দরকার
645,No,আর কিছু লেখিসনা ভাই যা বাকি আছে তাও থাকবেনা
646,No,মারা গেছে নাকি?
647,No,নতুন করে কোন খারাপ কাজ করবে তাই এসব উল্টা পাল্টা পোস্ট করতেছে চিন্তা ভাবনা খারাপ।
648,No,আহ কি তৈল মারা হচ্ছে এমনিতেই বাংলাদেশে তেলের অনেক দাম ব্রো আর বারাবেন না প্লিজ
649,No,"ভাই,তোর ভাত কে রাঁধে?"
650,No,নোবেল বিয়াইততা সেটা এতদিন না যানা আমি এখন আবার বাচ্চা।
651,No,ভালো হয়ে যাও নোবেল!!
652,No,আমি প্রেগনেন্ট না নোবেলের বউ
653,No,আপনি কি খেলেন নাই যে হয়তো বল্লেন?
654,No,নোবেল তুমি কি কখনো ভালো হবে না
655,No,এইটা ভুয়া নিউজ...
656,No,"লাভ দিছিলাম,তা তুইলা নিতে আসছি।ছাগলের বাচ্চা একটা"
657,No,"আরে ভাই তুমি এরকম উল্টাপাল্টা বকো কেনো! এতোদিন তো সবকিছু নিয়ে তামাশা চলেছে, এখন বউকে নিয়ে শুরু হয়েছে।এই পাগলকে কেনো হসপিটালে ভর্তি করায় না কেউ"
658,No,এটা বেইমানের বাচ্চা
659,No,মার্ক জুকারবার্গের কাছে অনুরোধ করছি শুধু বাংলাদেশের জন্য প্লিজ একটা জুতার রিয়্যাক্ট চালু করেন।কারন হা হা রিয়্যাক্ট দিয়ে আমার মনে আর শান্তি পাচ্ছি নাহ।
660,No,বাট আফসোস তোর মাথাটা রিকভার হলোনা
661,No,সবই মোদির খেল
662,No,তোমার বানানো আইন নাকি?
663,No,আপনাদের মত মেয়েদের কাছে ধর্ষন তো শারীরিক ব্যায়াম মাত্র
664,No,হরিণ বাঘের কাছে যাক বাগ হরিণের কাছে যাক মরতে হরিণেরই হবে৷
665,No,আপু আপনার বলগুলি খুলি সেই
666,No,সানি লিওনি আপু কে পাশে
667,No,"আগে জানতাম ও দেখতাম মেয়েরা কমপিটিশন দিয়া ছেলেদের সাথে সব কিছুতে আগাইয়া জাইতাছে, এখন দেখি ছেলেরাও কমপিটিশন দিয়া মেয়েদের সাথে দিয়া পিংক কালার নিয়া আগাচ্ছে পিঙ্কির পিঙ্কু"
668,No,"আইমান ভাই, যত টুকু সম্ভব সালমান ভাই থেকে দূরে থাকেন,, বলা ত্ব যায় না আপনি ও আবার সাকিব ভাইয়ের মতো কখন কি করে বসেন। মনে রাখবেন সংজ্ঞ দোষে লৈহ ভাসে"
669,No,সালমানের মতো লুক তোমাকে মানায় না আয়মান!
670,No,নায়কের মতো স্টাইল
671,No,আমার জিনিস অন্যদের কেন দেওয়া সালমাল?
672,No,বাসার নিচে গাড়ি পাইলপই খালি ছবি তোলার অভাস টা এখোন কি যায় নাই তোমার
673,No,পেছনে কি আবার নতুন কেউ নাকি ?? ভালো হয়ে যাও
674,No,ফেন্ট না থাকলে আমার কাছ থেকে একটা নিয়ে জাইয়েন
675,No,এ সময় যদি জোরে সোরে একটা বাতাস বইতো অবস্থাটা কেমন হতে?
676,No,একজন এনামংহের ইচিং টাইপের বিচি গুলা কুচি কুচি করে কেটে কুত্তারে খাওয়ামু
677,No,ভাই এর কপার আর লুঙ্গির দুইটাই বিশাল সাথে আর কিছু বললাম না বুঝে নিয়েন ভাই
678,No,"ধুর হালা, বিচি দেখা যায়"
679,No,পেন্ট পরলে বিচি চিপাই পরে তাই এনাম ভাই লুঙ্গি পড়ে যেন বিচি গুলা ঝুলতে পারে
680,No,ভাই তোমার বিচি বোলে কোন মেয়ে কেটেনিয়া গেলো সুনলাম..
681,No,বিচি যুক্ত মহাসাগর?
682,No,বল দেখা জায় দাদু
683,No,ভাই আপনার বিচি দুইটার কি অবস্তা এখন
684,No,"এনাম ভাইয়ের নিছে আছে দুয়া বিচে,"
685,No,"হালকা বাতাসে , এনামের লুঙ্গি আকাশে"
686,No,ভাই এনাম তোমার নন্টুর সাইজ খুবই ছোট মনে হচ্ছে। তোমার দেহ বড় কিন্তু নন্টু ছোট তোমার এই জীবন রেখে লাভ কী?
687,No,দুলতে দুলতে বিচি আটকে যাইবো কিন্ত
688,No,কেউ গিয়ে একটু এনাম ভাইকে লাড়া দিয়ে আসেন। অন্য কিছু লাড়া দিয়েন না আবার
689,No,নিচ থেকে সাপ এসে তোমার নুনু তে কামড়ে দিলে
690,No,"আমাদের বিচি শক্ত আমরা এনাম ভাইয়ের ভক্ত,"
691,No,"ঔ দেখা জায় মই এনামের বিচি সই,"
692,No,এনাম ভাই এর বিচি কান্দে উঠেছে তাই শুয়ে রয়েছে
693,No,মোল্লার ঘরে মোল্লা
694,No,টাখনুর নিচে পেন্ট পড়া ঠিক না
695,No,শালা জীবনটাই বেদনা
696,No,হাঙ্গা করবানি এনামুল আর একটা
697,No,দ্বিতীয় বিয়ের কথা শুনেই বউ ক্যারেক্টার এর বাহিরে চলে গেলো!
698,No,মানুষ নিজেকেও হাসির পাত্র বিলানিয়ে ফেলতেছে। তাও নিজ দায়িত্বে। দুঃখজনক
699,No,এক জন এনামংহ কে এই অত্যাচার থেক মুক্ত করার জন্য আমরা আন্দলন করবো।এনাম ভাই এর মুক্তি চাই।এনাম ভাইয়ের কিছু হলে জলবে আগুন ঘরে ঘরে
700,No,আমিও লকডাউন দেখবো
701,No,আজকের গর্জন অনেক সুন্দর হয়েছে
702,No,"তাহসান এবং মিথিলা আপুর বিচ্ছেদ হয়েছে অনেক দিন।বিচ্ছেদের পরও আমাদের জন্য সারপ্রাইজ টি আমাদের কিছু শেখানোর জন্য তাহসান ভাইয়ের কথা গুলো খুবই গুরুত্বপূর্ণ। ""তাহসান ভাইয়ের সাথে মিথিলা আপুর নাম জড়িয়ে বা মিথিলা আপুর সাথে তাহসান ভাইয়ের নাম জড়িয়ে আমরা কিছু কিছু মানুষ যা করছি,তা আমাদের ভবিষ্যৎ প্রজন্মের জন্য বিষাক্ত বার্তা বহন করে।আমরা আমাদের ভবিষ্যৎ প্রজন্মকে মানুষকে সম্মান করা শেখাচ্ছি না।বিচ্ছেদ হলেই বা অন্য রকম কিছু করলে তাকে অপমান করতে হয় এই রকম কিছু শেখাতে চাচ্ছি।এটা নিয়ে কেউ কথা বলে না।কথা না বললে,সম্মানবোধ সৃষ্টি হবে কিভাবে।এতে ধীরে ধীরে আমরা উগ্র জাতিতে পরিনত হবো।উদাহরণ হিসাবে বলা যেতে পারে কিছুদিন আগের ডাক্তার-পুলিশ এবং ম্যাজিস্ট্রেট এর ভাইরাল হওয়ার বাকবিতন্ডায় ঘটনা টি।তাই সারপ্রাইজ টি খুবই গুরুত্বপূর্ণ।মানুষের মাঝে বিনয় এবং শ্রদ্ধাবোধ থাকতে হয়।"
703,No,মূর্খরা সবসময় নেতিবাচক কমেন্ট করে এটাই স্বাভাবিক
704,No,"না গুরু আমি মিথিলাকে পজিটিভলি নিতে পারতেছিনা , অতএব আজ আপনার কথা শুনে মিথিলাকে ছেড়ে দিলাম"
705,No,"যারা বিষয়টা নিয়ে রাগান্বিততারা ইতিবাচক,নেতিবাচক বোঝে বলেই বলে,,"
706,No,আজকে ভাবছিলাম টি টোয়েন্টি খেলা হয়বে দুজনের মধ্যে কিন্তু কিছুই হল না
707,No,একটা মুরগি আরেকটা শিয়াল
708,No,"মিথিলা কি হিন্দু নাকি সে কেনো একটা ভারতি হিন্দু বুড়ো বেটারে বিয়ে করলো। দেশে কি মুসলমান ছেলের অভাব পরছে। মিথিলা আমার অনেক পছন্দের একজন অভিনেতা ছিলো ততোদিন যতদিন সে তাহসানের সাথে ছিলো। সে এখন একটা( ,,,,,,,,,) হয়ে গেছে। পুরোটা বলে নিজের ব্যাক্তিত্বের পরিচয় দিলাম না।"
709,No,"ভুল করে একটা বার প্রাচীরটা ভেঙে দেখো..জমে আছে কত কথা, ভুল করে বলে দিও"
710,No,"আমি বাংলাদেশের কোনো কোনো সেলিব্রেটিকেই পছন্দ করিনা তাহসান ভাই ছাড়া !যখন ক্লাস ৬এ পরতাম আম্মু একটা ছোকিনে দিছিলো আমি পুরো ই তাহসান ভাইয়ের গান লোড করে রাখতাম lএর মদ্ধে একটা গান খুব পছন্দ ছিলো ""আলো আলো আমি কখনো খুজে পাবো না""মিথিলা আপুকে একটা কথা বলবো !মানুষ নিজে ভালো থাকতে চায় এটা হিউম্যান ন্যাচার কিন্তু নিজের সুখের চেয়ে অন্যর সুখটা প্রাধান্য দিয়ে দেখবেন আত্তত্রিপ্তি পাবেন l তাহসান ভাই হয়তো আপনাকে আর এক্সেপ্ট করবে না কিন্তু আয়রার মতো একটা কিউট মেয়ের লাইফে পেইন দিলেন,বিয়ে করলেন একজন বিধর্মী বাবা বয়সী লোক কে lআপনি পাব্লিকের কাছে কি এক্সপেক্ট করেন ?জনগণ কি ময়না পাখি যা বুঝাবেন আপনারা তাই বুঝবে?আপনি খুবই ....এতক্ষন হুদাই লিখলাম আপনাকে ফালতু মহিলা"
711,No,লটির নতুন নতুন নাটক বেড়েই চলেছে
712,No,বন্ধু হতে চাইলে এড দাও
713,No,ব্যাপারটা জোস তোহ।
714,No,এই সালার পুতেরা মুনাজাত ধর
715,No,আসসালামু আলাইকুম আশা করি ইসলামিক ইউটিউব চ্যানেলে সবাই পাশে থাকবেন
716,No,আপনাকে সনাতন ধর্মের স্বাগতম আল্লাহতালার নেই ভগবান যথেষ্ট
717,No,আবার শেয়ার দিবার কি আছে? নাকি মন চাইতাসে?
718,No,মা হিসেবে আপনি জাতির গর্ব কারণ আপনার সন্তানকে আপনি অনেকগুলা বাবা উপহার দিয়েছেন
719,No,শতভাগ সহমত
720,No,আপনার দ্বারা সবই সম্ভব
721,No,বীজ যেকোন যায়গা থেকে নিলেই হলো তুমি কোনডা কও৷
722,No,"সঠিক জায়গায় মারো ঢিল,প্যারা নাই , জাস্ট চিল"
723,No,"আপা,সারপ্রাইজ কি ছিল জানাবেন দয়া করে।জানার খুব আগ্রহ"
724,No,নারী কে বিশ্বাস করা ছেড়ে দিয়েছিনিজেকে আজকাল বিশ্বাস হয়না।
725,No,শ্বাস কষ্ট ছিল মনে হয় লোকটার তাই গোছায়া কথা বলতে পারত না মনে হয়
726,No,"একটা মুরগি বিক্রি করতাম,,কেউ কিনবেন নাকি"
727,No,এটা বড় কথা না বড় কথা হলো তুমি এত পুংডা কেন
728,No,গীটার মরুু তু ডাকথার দেখাতে হবে তুমাই
729,No,আপনার জামাই নাকি ওনি
730,No,দুর্বাল এইডারে ছাইড়া নতুন একটা লও
